tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,,,,,
5.68906176353555E+017,neutral,1,,,Southwest,,dc816,,0,@southwestair has posted flight schedule covering the date range of @_defcon_ 23,,2015-02-20 14:52:56 -0800,"Kansas City, MO, USA",Central Time (US & Canada),,,,,
5.68898165635576E+017,positive,1,,,Southwest,,bluefig,,0,@SouthwestAir please acknowledge Attendant Jeff Wernicke. Beat in class and service on SW,,2015-02-20 14:21:06 -0800,"camas, wa",Alaska,,,,,
5.68895164577686E+017,neutral,1,,,Southwest,,GEOFFWOAD69,,0,@SouthwestAir LACMA on Fairfax.,,2015-02-20 14:09:11 -0800,,,,,,,
5.68894680881963E+017,positive,1,,,Southwest,,erin_christman,,2,@SouthwestAir THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT @theTroubadour 😁 @Imaginedragons Crying /dying rn #ripme,,2015-02-20 14:07:16 -0800,TX | CA,Central Time (US & Canada),,,,,
5.68894341243998E+017,positive,0.6458,,,Southwest,,CaseGirl,,0,@SouthwestAir so excited about our last minute trip to @Disneyland (and she doesn't know yet!) http://t.co/nKAFbjyARi,,2015-02-20 14:05:55 -0800,Texas,,,,,,
5.68894224738857E+017,neutral,0.68,,0,Southwest,,chadlacalamita,,0,@SouthwestAir aren't you based in Chicago? Why are you doing a hunt in LA and not your home city????!! Please bring one home,,2015-02-20 14:05:27 -0800,,,,,,,
5.68893498193158E+017,neutral,1,,,Southwest,,tracy_edes,,0,@SouthwestAir when will you have flight from DAL to PVD?,,2015-02-20 14:02:34 -0800,,,,,,,
5.68892942770786E+017,neutral,1,,,Southwest,,royvergara,,0,@SouthwestAir any spare tickets for Vegas? Would be forever grateful! #DestinationDragons,,2015-02-20 14:00:21 -0800,"Las Vegas, NV",Pacific Time (US & Canada),,,,,
5.6889254088951E+017,neutral,0.6604,,,Southwest,,miamicocount,,0,@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons,"[40.2376266, -74.9171435]",2015-02-20 13:58:45 -0800,"Philadelphia, PA",,,,,,
5.68892047559504E+017,positive,1,,,Southwest,,itsangieohyeah,,1,@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3,,2015-02-20 13:56:48 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,,
5.68891084107088E+017,neutral,1,,,Southwest,,Jennsaint8,,0,@SouthwestAir any chance they will change this to include Northeast airports?  JetBlue has.,,2015-02-20 13:52:58 -0800,,,,,,,
5.68889116399526E+017,neutral,1,,,Southwest,,sammi_jon3s,,2,@SouthwestAir please....can I have the last tickets for me and my best friend to #DestinationDragons http://t.co/eQqi1nfSZh,,2015-02-20 13:45:09 -0800,,,,,,,
5.68888806805512E+017,positive,0.6715,,,Southwest,,Joeanhalt,,0,@SouthwestAir rules.,"[41.78959656, -87.74028015]",2015-02-20 13:43:55 -0800,"chicago, il ",Central Time (US & Canada),,,,,
5.68888508703752E+017,neutral,1,,,Southwest,,livvyports16,,1,"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",,2015-02-20 13:42:44 -0800,,,,,,,
5.68885499986874E+017,neutral,0.6633,,,Southwest,,LyndaTCorrea,,0,@SouthwestAir go @franks105 go!,,2015-02-20 13:30:47 -0800,Washington DC via L.A. ,Pacific Time (US & Canada),,,,,
5.6888500764674E+017,neutral,1,,,Southwest,,itsangieohyeah,,0,@SouthwestAir please please please http://t.co/xiJiFYmvqP,,2015-02-20 13:28:49 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,,
5.68884731489563E+017,neutral,0.6667,,,Southwest,,franks105,,0,@SouthwestAir 5 min away!,,2015-02-20 13:27:44 -0800,Hogwarts,Pacific Time (US & Canada),,,,,
5.6888425211016E+017,positive,1,,,Southwest,,liberapertus,,0,"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH",,2015-02-20 13:25:49 -0800,"St. Paul, MN",Central Time (US & Canada),,,,,
5.68883981371847E+017,neutral,1,,,Southwest,,itsangieohyeah,,0,@SouthwestAir 8 mins!!! http://t.co/bbZiJWFDL3,,2015-02-20 13:24:45 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,,
5.68883827218764E+017,neutral,1,,,Southwest,,chemasilvaurban,,0,@SouthwestAir  is there a route to flight from Mexico City to Chicago midway using your services?,,2015-02-20 13:24:08 -0800,,,,,,,
5.68883464923001E+017,positive,1,,,Southwest,,createmarc,,0,@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,,2015-02-20 13:22:42 -0800,city of Lost Angels,Central Time (US & Canada),,,,,
5.68883124517495E+017,neutral,1,,,Southwest,,erin_christman,,0,@SouthwestAir how many are left?!,,2015-02-20 13:21:20 -0800,TX | CA,Central Time (US & Canada),,,,,
5.68882321119511E+017,positive,1,,,Southwest,,jodyfuller,,0,"@SouthwestAir, thanks for being so good to us #military folk. It's cold in #StLouis but I sure enjoyed my flight. http://t.co/RcdH183Q1J","[38.73434659, -90.35501265]",2015-02-20 13:18:09 -0800,"Opelika, Alabama ",Central Time (US & Canada),,,,,
5.68880408701436E+017,neutral,1,,,Southwest,,itsangieohyeah,,0,@SouthwestAir I'm on the 110 lol has anyone arrived yet??,,2015-02-20 13:10:33 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,,
5.68880146284982E+017,neutral,0.6875,,0,Southwest,,ThomRegan,,0,"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?",,2015-02-20 13:09:30 -0800,"USA, USA!",Eastern Time (US & Canada),,,,,
5.68880082606912E+017,neutral,0.6505,,,Southwest,,franks105,,0,@SouthwestAir how many left?! I'm 15 min wway,,2015-02-20 13:09:15 -0800,Hogwarts,Pacific Time (US & Canada),,,,,
5.68879053496656E+017,neutral,1,,,Southwest,,MsPersia,,0,@SouthwestAir I cannot DM you as you do not follow me.,,2015-02-20 13:05:10 -0800,San Francisco,Pacific Time (US & Canada),,,,,
5.6887831907403E+017,neutral,1,,,Southwest,,itsangieohyeah,,0,@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭,,2015-02-20 13:02:15 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,,
5.68878244331696E+017,neutral,0.6777,,,Southwest,,andiecrombie,,0,@SouthwestAir get me on flight 4146 to denver and I'll be more than happy !!!!!,,2015-02-20 13:01:57 -0800,Dirty South Jerz,Eastern Time (US & Canada),,,,,
5.68876836324639E+017,neutral,0.6667,,,Southwest,,Leahey09,,0,@SouthwestAir will there a non-stop flight from Midway to Boise for this summer season? Looking to book at labor day trip.  Ty,,2015-02-20 12:56:21 -0800,"Chicago, IL",Central Time (US & Canada),,,,,
5.68875674552807E+017,neutral,0.6737,,0,Southwest,,EamonFI,,0,@SouthwestAir can one use a companion pass w/ a points Flight Booking Problems or is it only cash fares? Thx!,,2015-02-20 12:51:44 -0800,San Francisco,Quito,,,,,
5.68874435907682E+017,neutral,1,,,Southwest,,kiwi_loves_you_,,0,@SouthwestAir IM NOT THO 😭😭💔💔💔💔💔💔💔,,2015-02-20 12:46:49 -0800,,,,,,,
5.68873020460126E+017,positive,1,,,Southwest,,Claireculb,,0,@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎,,2015-02-20 12:41:11 -0800,TX ΚΔ,Central Time (US & Canada),,,,,
5.68872880865325E+017,positive,1,,,Southwest,,WaynePartello,,0,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.,,2015-02-20 12:40:38 -0800,San Diego,Eastern Time (US & Canada),,,,,
5.68870144891601E+017,positive,0.6822,,,Southwest,,amyums,,0,@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons,,2015-02-20 12:29:46 -0800,,Central Time (US & Canada),,,,,
5.68869594531652E+017,positive,1,,,Southwest,,seattlefordguy,,22,@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S,,2015-02-20 12:27:35 -0800,"Bellevue, WA",Hawaii,,,,,
5.68868703762297E+017,positive,1,,,Southwest,,mcgibbon_keith,,0,@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE,,2015-02-20 12:24:02 -0800,Ottawa Canada ,Eastern Time (US & Canada),,,,,
5.68866106317746E+017,positive,1,,,Southwest,,SAMoore10,,0,@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks,,2015-02-20 12:13:43 -0800,"Austin, TX",Central Time (US & Canada),,,,,
5.68860857326637E+017,neutral,0.624,,,Southwest,,Normthompsonsr,,0,@SouthwestAir  when is the next flight with free cocktails ?,,2015-02-20 11:52:51 -0800,yuma az,Eastern Time (US & Canada),,,,,
5.68858239372104E+017,neutral,0.6563,,,Southwest,,patrickisarobot,,0,"@SouthwestAir okay thank you :), also I did get a tweet earlier about 1.5 hrs ago saying I won &amp; should send a DM but then it was deleted?",,2015-02-20 11:42:27 -0800,In my mind,Mountain Time (US & Canada),,,,,
5.68856987632603E+017,positive,1,,,Southwest,,christina_kuo,,0,"@SouthwestAir you guys rock! So easy, quick, and affordable to change my flight. #bestairlineever #neverchange",,2015-02-20 11:37:29 -0800,"Washington, DC",Eastern Time (US & Canada),,,,,
5.688569054452E+017,neutral,1,,,Southwest,,asianmegan,,0,"@SouthwestAir I have a credit that expires a month before my flight, is there any possible way I can have that extended?",,2015-02-20 11:37:09 -0800,Sittin on the dock of the bay ,Eastern Time (US & Canada),,,,,
5.6885682304809E+017,neutral,1,,,Southwest,,MattWalljasper,,0,@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,,2015-02-20 11:36:50 -0800,"Atlanta, GA",Eastern Time (US & Canada),,,,,
5.68855357923074E+017,neutral,0.6482,,,Southwest,,TeddyLyngaas,,0,@southwestair How can I refer a friend for the Southwest Credit card for points?,,2015-02-20 11:31:00 -0800,"Milwaukee, WI",Central Time (US & Canada),,,,,
5.68853687130391E+017,neutral,0.6596,,0,Southwest,,djknuckles,,0,@SouthwestAir I have the DM from @SouthwestVerity if needed,,2015-02-20 11:24:22 -0800,WORLDWIDE,Pacific Time (US & Canada),,,,,
5.68853498726449E+017,neutral,1,,,Southwest,,djknuckles,,0,"@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?",,2015-02-20 11:23:37 -0800,WORLDWIDE,Pacific Time (US & Canada),,,,,
5.68853440794731E+017,neutral,1,,,Southwest,,woman4lif,,0,@SouthwestAir  I am following you now.,,2015-02-20 11:23:23 -0800,Northern UT,Mountain Time (US & Canada),,,,,
5.68852204750135E+017,neutral,1,,,Southwest,,woman4lif,,0,@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com,,2015-02-20 11:18:29 -0800,Northern UT,Mountain Time (US & Canada),,,,,
5.68852176799277E+017,positive,1,,,Southwest,,MehtaGoesMeta,,0,"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",,2015-02-20 11:18:22 -0800,"Astoria, New York",Eastern Time (US & Canada),,,,,
5.68849994167529E+017,positive,1,,,Southwest,,billyontherun,,0,@SouthwestAir Thanks Lindsey &amp, the Southwest twitter team for great service &amp, a speedy resolution #LuvAgent #swa,,2015-02-20 11:09:41 -0800,,Eastern Time (US & Canada),,,
5.68849058523034E+017,positive,0.7025,,,Southwest,,lichelle75,,0,@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,,2015-02-20 11:05:58 -0800,,,,,,,
5.6884879573307E+017,neutral,0.6733,,,Southwest,,hwalsh22,,0,@SouthwestAir how oh how do we get tickets! ?!,,2015-02-20 11:04:56 -0800,"Beaverton, OR",,,,,,
5.68848068977799E+017,neutral,0.6925,,,Southwest,,TravelLeaders_,,0,"@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS",,2015-02-20 11:02:02 -0800,"Liverpool, NY",Eastern Time (US & Canada),,,,,
5.68846061307085E+017,positive,0.653,,,Southwest,,FaithGHubbard,,0,@SouthwestAir thank you! DMing now.,,2015-02-20 10:54:04 -0800,"washington, dc",Eastern Time (US & Canada),,,,,
5.68842944024875E+017,neutral,0.6452,,0,Southwest,,_Aphmau_,,1,"@SouthwestAir So that's what happens when your power level goes over 9,000... feet in the air.",,2015-02-20 10:41:41 -0800,,Eastern Time (US & Canada),,,,,
5.6884152266333E+017,neutral,0.6476,,,Southwest,,capgaznews,,0,@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/CVba4olcBl http://t.co/wTa5pX70A5,,2015-02-20 10:36:02 -0800,"Annapolis, MD USA",Eastern Time (US & Canada),,,,,
5.68841522646553E+017,neutral,0.6294,,,Southwest,,MDGazette,,0,@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ,,2015-02-20 10:36:02 -0800,Glen Burnie,Quito,,,,,
5.68839199773733E+017,positive,0.6832,,,Southwest,,laurafall,,0,@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M,,2015-02-20 10:26:48 -0800,,Pacific Time (US & Canada),,,,,
5.68838781907935E+017,neutral,1,,,Southwest,,jscherms,,0,.@SouthwestAir I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks.,,2015-02-20 10:25:08 -0800,,Eastern Time (US & Canada),,,,,
5.68836930550534E+017,neutral,1,,,Southwest,,MehtaGoesMeta,,0,@SouthwestAir will do. Thank you.,,2015-02-20 10:17:47 -0800,"Astoria, New York",Eastern Time (US & Canada),,,,,
5.68836616166314E+017,neutral,1,,,Southwest,,patrickisarobot,,0,"@SouthwestAir If there are any Imagine Dragons tickets left for tomorrow at 
@VelourLive here in Utah I would love to go I am available! :)",,2015-02-20 10:16:32 -0800,In my mind,Mountain Time (US & Canada),,,,,
5.68836477099995E+017,neutral,0.6759,,,Southwest,,mr_deals805,,0,@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?,,2015-02-20 10:15:59 -0800,,Arizona,,,,,
5.68830255282041E+017,neutral,1,,,Southwest,,leavenodoubt131,,0,@SouthwestAir  I will dm you now,,2015-02-20 09:51:15 -0800,,Tijuana,,,,,
5.68829994786427E+017,positive,0.6631,,,Southwest,,msizzymarie,,0,@SouthwestAir already booked my tickets for August 20th-30th!  Can't wait for my vacation!,,2015-02-20 09:50:13 -0800,New Mexico,Mountain Time (US & Canada),,,,,
5.68829686257623E+017,neutral,0.6555,,,Southwest,,sincitycomedy,,0,@SouthwestAir is that @MurraySawChuck,,2015-02-20 09:49:00 -0800,"Las Vegas, NV",Pacific Time (US & Canada),,,,,
5.68829652233429E+017,neutral,1,,,Southwest,,bluefig,,0,@SouthwestAir Maybe it is just a machine...,,2015-02-20 09:48:52 -0800,"camas, wa",Alaska,,,,,
5.68828574641328E+017,positive,1,,,Southwest,,cbtatenstl,,1,@SouthwestAir that's awesome! Love flying SWA!,,2015-02-20 09:44:35 -0800,"St. Louis, MO",Central Time (US & Canada),,,,,
5.68828335922356E+017,positive,0.6742,,0,Southwest,,I_LuvMy_3Girls,,0,@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺,,2015-02-20 09:43:38 -0800,South ~O-H-I-O~ Side,Eastern Time (US & Canada),,,,,
5.68828267660055E+017,positive,1,,,Southwest,,ljordan,,0,@SouthwestAir thanks for the info and the quick response!,,2015-02-20 09:43:21 -0800,"Austin, TX",Central Time (US & Canada),,,,,
5.68827958527275E+017,positive,1,,,Southwest,,alycam,,0,@SouthwestAir shhhh i don't want something else to steal our deal😉,,2015-02-20 09:42:08 -0800,Kansas City,Central Time (US & Canada),,,,,
5.68825797613646E+017,neutral,1,,,Southwest,,JuliaMooch1,,0,@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?,,2015-02-20 09:33:33 -0800,Boston,Eastern Time (US & Canada),,,,,
5.6882554279272E+017,neutral,1,,,Southwest,,Seattle_D,,0,@SouthwestAir Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx,,2015-02-20 09:32:32 -0800,Seattle (duh!),Pacific Time (US & Canada),,,,,
5.68823099182985E+017,positive,0.3612,,0,Southwest,,Muirkat_23,,0,@SouthwestAir Deborah helped me💁,,2015-02-20 09:22:49 -0800,,,,,,,
5.68823050571027E+017,positive,1,,,Southwest,,jetringer5,,0,@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..,,2015-02-20 09:22:38 -0800,Milwaukee wi,Central Time (US & Canada),,,,,
5.6882126823909E+017,neutral,0.6664,,,Southwest,,saMykel,,0,"@SouthwestAir ha, ha not a make or break for me either way!",,2015-02-20 09:15:33 -0800,"Phoenix, Arizona",Central Time (US & Canada),,,,,
5.68818229461721E+017,neutral,1,,,Southwest,,luoyegongfu,,0,@SouthwestAir I would.,,2015-02-20 09:03:28 -0800,"Tempe, AZ & World Wide",Tehran,,,,,
5.68813302140285E+017,neutral,1,,,Southwest,,JuliaMooch1,,0,@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7,,2015-02-20 08:43:53 -0800,Boston,Eastern Time (US & Canada),,,,,
5.68812233146405E+017,neutral,0.6833,,0,Southwest,,ProShunks,,0,@SouthwestAir sent,,2015-02-20 08:39:39 -0800,,,,,,,
5.68810642523726E+017,neutral,1,,,Southwest,,CiaoBambino,,0,@SouthwestAir what number can we use to all from outside the US? Thx,,2015-02-20 08:33:19 -0800,Everywhere,Pacific Time (US & Canada),,,,,
5.68808165636215E+017,neutral,0.7046,,,Southwest,,matthewhirsch,,0,@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon,,2015-02-20 08:23:29 -0800,"Hoboken, NJ",Eastern Time (US & Canada),,,,,
5.68807908374286E+017,positive,1,,,Southwest,,itsjessme_,,0,@SouthwestAir oh my gosh! Going to dm you now! Thank you!,,2015-02-20 08:22:27 -0800,,Alaska,,,,,
5.68807451249627E+017,positive,1,,,Southwest,,geekstiel,,0,@SouthwestAir THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG,,2015-02-20 08:20:38 -0800,,Atlantic Time (Canada),,,,,
5.68803368367366E+017,neutral,1,,,Southwest,,geekstiel,,0,@SouthwestAir I DMed you :),,2015-02-20 08:04:25 -0800,,Atlantic Time (Canada),,,,,
5.68802316893217E+017,neutral,1,,,Southwest,,Dragons_103,,0,@SouthwestAir When is the last chance to win #DestinationDragon ???,,2015-02-20 08:00:14 -0800,,,,,,,
5.68802232004514E+017,neutral,1,,,Southwest,,stacymichael14,,0,@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529,,2015-02-20 07:59:54 -0800,,,,,,,
5.68802105005347E+017,neutral,1,,,Southwest,,Dragons_103,,0,@SouthwestAir @geekstiel Do you know when the last chance is?,,2015-02-20 07:59:24 -0800,,,,,,,
5.68802037057647E+017,neutral,1,,,Southwest,,_mighty_max_,,0,@SouthwestAir @Vindictive_tK Larry David works for southwest?,,2015-02-20 07:59:08 -0800,"Raleigh, NC",,,,,,
5.68801542322549E+017,neutral,1,,,Southwest,,d4nigirl,,0,@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!,"[26.08232307, -80.16234879]",2015-02-20 07:57:10 -0800,"Douglaston, NY",Atlantic Time (Canada),,,,,
5.68800998929662E+017,positive,1,,,Southwest,,matthewhirsch,,0,@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2015-02-20 07:55:00 -0800,"Hoboken, NJ",Eastern Time (US & Canada),,,,,
5.68800246433776E+017,positive,1,,,Southwest,,Sinatra1979,,0,@SouthwestAir Thank You. We'll be in touch! #MoveAboutTheCountry,,2015-02-20 07:52:01 -0800,Ohio (by way of Nebraska),Eastern Time (US & Canada),,,,,
5.68795746721514E+017,positive,1,,,Southwest,,Mercer312,,0,@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU,,2015-02-20 07:34:08 -0800,"Dallas, TX ",Eastern Time (US & Canada),,,,,
5.68794864533385E+017,positive,1,,,Southwest,,Cindy318,,0,"@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u",,2015-02-20 07:30:38 -0800,Indiana,Indiana (East),,,,,
5.68793782164062E+017,neutral,1,,,Southwest,,Sinatra1979,,0,@SouthwestAir Who can I contact about requesting a charity donation? #ThankYou,,2015-02-20 07:26:20 -0800,Ohio (by way of Nebraska),Eastern Time (US & Canada),,,,,
5.68791283575202E+017,positive,1,,,Southwest,,Lil_Larso,,0,@SouthwestAir shout out to the flight #4386 crew for taking amazing care of us on our double down flight! #thankyou,,2015-02-20 07:16:24 -0800,"Grand Rapids,MI & Orlando, FL",Pacific Time (US & Canada),,,,,
5.68788357431448E+017,neutral,0.6601,,,Southwest,,lot223,,0,@SouthwestAir  what is the status on flight#122 STL-AUS?,,2015-02-20 07:04:46 -0800,,Central Time (US & Canada),,,,,
5.68787787815776E+017,positive,1,,,Southwest,,Tinygami,,0,@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,,2015-02-20 07:02:30 -0800,Michigan,Tehran,,,,,
5.6878704677872E+017,positive,0.6659,,,Southwest,,LENSconcept,,0,@SouthwestAir sure thing,,2015-02-20 06:59:34 -0800,,Eastern Time (US & Canada),,,,,
5.68784615877575E+017,positive,0.3685,,0,Southwest,,carlostopeca,,0,@SouthwestAir save mile to visit family in 2015 and this will impact how many times I can see my mother.  I planned and you change the rules,,2015-02-20 06:49:54 -0800,,,,,,,
5.687844364283E+017,positive,0.6955,,,Southwest,,Danehowell40,,0,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI,"[33.67698231, -117.8647932]",2015-02-20 06:49:11 -0800,,Pacific Time (US & Canada),,,,,
5.68782761852596E+017,neutral,0.6542,,,Southwest,,svssywentz,,0,@SouthwestAir #DestinationDragons iD is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!,,2015-02-20 06:42:32 -0800,,,,,,,
5.68781747128803E+017,positive,1,,,Southwest,,svssywentz,,0,"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +",,2015-02-20 06:38:30 -0800,,,,,,,
5.68781422804263E+017,neutral,0.3389,,0,Southwest,,wagneraj,,0,"@SouthwestAir yes, thank you. Just sent DM.",,2015-02-20 06:37:13 -0800,,,,,,,
5.68780060720701E+017,neutral,0.66,,,Southwest,,geekstiel,,0,@SouthwestAir when is the last chance to get #DestinationDragons tickets? I would die of happiness if I won 😭🙏,,2015-02-20 06:31:48 -0800,,Atlantic Time (Canada),,,,,
5.68776728333541E+017,neutral,0.3469,,0,Southwest,,Milwaukette,,0,@SouthwestAir Can you please follow so I can DM? Thx!,,2015-02-20 06:18:34 -0800,"Milwaukee, WI",Atlantic Time (Canada),,,,,
5.68774192029524E+017,neutral,1,,,Southwest,,tracyannmanning,,0,@SouthwestAir sent DM,,2015-02-20 06:08:29 -0800,"Suwanee, GA",Pacific Time (US & Canada),,,,,
5.68773575705899E+017,positive,1,,,Southwest,,tradingtrainer,,0,@SouthwestAir... I love you. Air travel doesn't get easier.,,2015-02-20 06:06:02 -0800,Colorado,Mountain Time (US & Canada),,,,,
5.68772912557134E+017,positive,1,,,Southwest,,chuckgose,,0,@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,,2015-02-20 06:03:24 -0800,"Indianapolis, IN",Indiana (East),,,,,
5.68768874037916E+017,neutral,0.6426,,0,Southwest,,patrickisarobot,,0,@SouthwestAir I would love to go to the #DestinationDragons @ImagineDragons show tomorrow in Utah at @VelourLive! I've been trying so hard.,,2015-02-20 05:47:21 -0800,In my mind,Mountain Time (US & Canada),,,,,
5.68768837744611E+017,neutral,0.6904,,,Southwest,,LegendLeng,,0,@SouthwestAir i hope i can take my selfie stick on the plane today! #goingtovegas,,2015-02-20 05:47:12 -0800,,Central Time (US & Canada),,,,,
5.68764097015058E+017,neutral,1,,,Southwest,,andylapin,,0,"@SouthwestAir it is working on a different device, though. Any help is appreciated.",,2015-02-20 05:28:22 -0800,,Pacific Time (US & Canada),,,,,
5.68763245911126E+017,positive,1,,,Southwest,,Lb364,,0,@SouthwestAir Thank you! I can't wait either :),,2015-02-20 05:24:59 -0800,,,,,,,
5.68762437832479E+017,positive,1,,,Southwest,,beefsnout,,0,@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!,,2015-02-20 05:21:46 -0800,"Reno, NV, USA, Earth, Sol",Pacific Time (US & Canada),,,,,
5.68759914514014E+017,positive,1,,,Southwest,,butimvikki,,0,@SouthwestAir your employees at BWI have been amazing!,,2015-02-20 05:11:45 -0800,D{M}V,Quito,,,,,
5.68758001856848E+017,positive,0.6509,,,Southwest,,derekbarney,,0,@SouthwestAir thanks for responding.,,2015-02-20 05:04:09 -0800,"Portsmouth, NH",Eastern Time (US & Canada),,,,,
5.68753398100693E+017,neutral,0.6284,,0,Southwest,,Kay2run,,0,"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",,2015-02-20 04:45:51 -0800,St. Louis,Central Time (US & Canada),,,,,
5.68752276040495E+017,neutral,0.916,,0,Southwest,neutral,kalenski,,0,"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?",,2015-02-20 04:41:24 -0800,Denver,Mountain Time (US & Canada),,,,,
5.68697648028488E+017,positive,1,,,Southwest,,Lb364,,0,@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime,,2015-02-20 01:04:19 -0800,,,,,,,
5.68671818262774E+017,positive,1,,,Southwest,,freehighfives,,0,@SouthwestAir Gracias... appreciate that!,,2015-02-19 23:21:41 -0800,"Austin, TX",Central Time (US & Canada),,,,,
5.6866426650248E+017,positive,1,,,Southwest,,JaylynCoffin,,0,@SouthwestAir was fantastic! That's the best flight service I've ever had.,,2015-02-19 22:51:41 -0800,Orlando Florida. (Winter Park),,,,,,
5.68658885361439E+017,neutral,0.6974,,,Southwest,,linkster93,,0,@SouthwestAir would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers. #DestinationDragons,,2015-02-19 22:30:18 -0800,,,,,,,
5.68639461648503E+017,positive,0.6809,,,Southwest,,jdbwaffles,,0,"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",,2015-02-19 21:13:07 -0800,,,,,,,
5.68630779720417E+017,neutral,1,,,Southwest,,HolguinAndy,,0,@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,"[35.0557688, -78.9702049]",2015-02-19 20:38:37 -0800,,,,,,,
5.68624572985004E+017,positive,0.6609,,,Southwest,,allymbeck,,0,@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS,,2015-02-19 20:13:57 -0800,,,,,,,
